Frequency Set (GHz)	THz Photocurrent (nA)	Delay Length (mm)	Frequency Act (GHz)	(Frequency corr. smooth (GHz))	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Offset Fit	Amplitude FFT	Phase FFT	Frequency FFT	Offset FFT	Timestamp (s)
145.000	-0.025	0.000	144.624	144.569	50.365	3.320	0.987	0.254	0.000	3.311	0.987	65318965.191	1740152812.440
145.200	-0.036	0.000	144.788	144.746	46.623	4.351	0.988	0.469	0.000	4.303	0.988	2667366.532	1740152812.697
145.400	-0.000	0.000	145.002	144.940	54.597	5.199	0.989	-0.007	0.000	5.231	0.989	33759484.416	1740152813.004
145.600	0.019	0.000	145.211	145.150	57.835	0.310	0.991	-0.847	0.000	5.044	0.991	82219292.241	1740152813.325
145.800	0.008	0.000	145.420	145.361	36.565	1.179	0.992	-0.796	0.000	5.906	0.992	5182839.766	1740152813.642
146.000	-0.001	0.000	145.626	145.566	49.941	2.160	0.993	0.172	0.000	0.693	0.993	34061888.027	1740152813.939
146.200	0.006	0.000	145.839	145.771	33.596	3.458	0.995	0.480	0.000	3.436	0.995	25207982.450	1740152814.254
146.400	-0.037	0.000	146.030	145.968	25.099	3.954	0.996	0.286	0.000	3.903	0.996	5242184.481	1740152814.574
146.600	-0.018	0.000	146.235	146.175	29.474	4.858	0.998	0.105	0.000	4.878	0.998	2461866.963	1740152814.893
146.800	-0.008	0.000	146.433	146.375	21.393	5.825	0.999	-0.320	0.000	5.838	0.999	11958817.424	1740152815.209
147.000	0.035	0.000	146.628	146.570	22.055	6.218	1.000	0.395	0.000	4.807	1.000	6295614.368	1740152815.500
147.200	-0.018	0.000	146.840	146.774	32.914	1.075	1.002	-0.843	0.000	5.895	1.002	5042890.843	1740152815.824
147.400	-0.000	0.000	147.030	146.972	22.383	2.166	1.003	0.247	0.000	0.804	1.003	7214530.075	1740152816.142
147.600	-0.015	0.000	147.224	147.168	18.626	2.430	1.004	-0.457	0.000	1.076	1.004	3193830.089	1740152816.449
147.800	0.067	0.000	147.428	147.369	28.633	3.631	1.006	1.151	0.000	3.594	1.006	21097359.183	1740152816.763
148.000	0.017	0.000	147.629	147.571	15.102	4.461	1.007	0.339	0.000	4.412	1.007	174823.387	1740152817.060
148.200	0.030	0.000	147.841	147.773	17.979	4.895	1.008	-0.091	0.000	4.924	1.008	1286869.319	1740152817.397
148.400	-0.018	0.000	148.025	147.973	21.449	5.634	1.010	-0.128	0.000	5.655	1.010	7386133.657	1740152817.694
148.600	0.073	0.000	148.227	148.172	25.594	0.006	1.011	-0.928	0.000	4.986	1.011	20071569.919	1740152818.009
148.800	-0.021	0.000	148.427	148.368	33.083	0.927	1.013	-0.969	0.000	5.865	1.013	8946394.482	1740152818.303
149.000	-0.002	0.000	148.589	148.546	46.838	1.931	1.014	0.644	0.000	0.688	1.014	16807939.494	1740152818.578
149.200	-0.012	0.000	148.806	148.741	44.991	2.882	1.015	2.156	0.000	1.626	1.015	76904579.551	1740152818.892
149.400	0.016	0.000	149.009	148.950	39.941	3.993	1.017	1.496	0.000	3.936	1.017	18964500.038	1740152819.179
149.600	0.019	0.000	149.219	149.160	46.343	4.728	1.018	-0.064	0.000	4.728	1.018	2501911.825	1740152819.502
149.800	0.016	0.000	149.439	149.370	52.713	5.771	1.019	-1.973	0.000	5.778	1.019	77846688.908	1740152819.820
150.000	0.013	0.000	149.589	149.548	66.739	0.297	1.021	-2.427	0.000	5.363	1.021	105286351.172	1740152820.083
150.200	0.021	0.000	149.802	149.743	74.887	1.543	1.022	-1.164	0.000	0.359	1.022	60956.441	1740152820.382
150.400	0.042	0.000	150.020	149.956	61.253	2.936	1.023	2.401	0.000	1.773	1.023	108879146.066	1740152820.713
150.600	-0.024	0.000	150.220	150.163	48.954	3.905	1.025	2.145	0.000	3.851	1.025	34868850.667	1740152821.022
150.800	0.019	0.000	150.423	150.362	46.167	4.940	1.026	0.098	0.000	4.958	1.026	4773934.905	1740152821.331
151.000	-0.056	0.000	150.626	150.563	30.359	6.098	1.028	-1.753	0.000	6.095	1.028	33553807.896	1740152821.659
151.200	0.003	0.000	150.822	150.769	22.521	0.379	1.029	-0.601	0.000	5.528	1.029	7801329.464	1740152821.935
151.400	0.057	0.000	151.025	150.966	20.344	1.473	1.030	-0.034	0.000	0.381	1.030	133871.519	1740152822.264
151.600	-0.007	0.000	151.227	151.168	10.295	2.302	1.032	0.942	0.000	1.261	1.032	4677516.550	1740152822.582
151.800	0.026	0.000	151.428	151.373	6.748	1.838	1.033	-0.280	0.000	0.814	1.033	29165.264	1740152822.894
152.000	0.001	0.000	151.630	151.569	22.180	2.935	1.034	0.964	0.000	1.888	1.034	12237049.772	1740152823.209
152.200	0.023	0.000	151.840	151.773	11.363	4.278	1.036	0.226	0.000	4.233	1.036	317199.153	1740152823.522
152.400	-0.019	0.000	152.038	151.980	11.325	4.147	1.037	0.848	0.000	4.088	1.037	2716530.894	1740152823.839
152.600	0.023	0.000	152.255	152.184	17.455	5.170	1.038	0.106	0.000	5.193	1.038	1098766.997	1740152824.178
152.800	0.029	0.000	152.433	152.378	21.534	5.548	1.040	-0.712	0.000	5.555	1.040	7461233.489	1740152824.474
153.000	-0.053	0.000	152.629	152.571	41.796	0.338	1.041	-3.003	0.000	5.632	1.041	54374399.736	1740152824.795
153.200	-0.023	0.000	152.829	152.772	46.299	1.600	1.042	0.307	0.000	0.654	1.042	2465141.286	1740152825.092
153.400	0.065	0.000	153.029	152.971	38.320	2.731	1.044	2.020	0.000	1.797	1.044	37641693.655	1740152825.400
153.600	0.001	0.000	153.245	153.174	42.533	3.463	1.045	3.171	0.000	3.442	1.045	55686130.971	1740152825.735
153.800	-0.067	0.000	153.433	153.375	46.624	4.658	1.047	0.531	0.000	4.647	1.047	14834.578	1740152826.052
154.000	-0.003	0.000	153.628	153.571	36.262	5.458	1.048	-1.005	0.000	5.471	1.048	15303128.742	1740152826.355
154.200	-0.059	0.000	153.831	153.770	55.453	0.051	1.049	-4.291	0.000	5.446	1.049	105289198.540	1740152826.675
154.400	-0.018	0.000	154.027	153.970	49.645	1.368	1.051	-0.507	0.000	0.479	1.051	146312.325	1740152826.962
154.600	-0.010	0.000	154.190	154.144	40.874	2.217	1.052	2.016	0.000	1.392	1.052	28757485.918	1740152827.241
154.800	0.024	0.000	154.407	154.347	36.850	3.373	1.053	2.257	0.000	3.353	1.053	31364060.703	1740152827.557
155.000	0.033	0.000	154.613	154.557	19.937	4.018	1.055	0.882	0.000	3.969	1.055	3114751.122	1740152827.849
155.200	0.065	0.000	154.830	154.759	22.475	4.693	1.056	0.527	0.000	4.692	1.056	88220.400	1740152828.175
155.400	-0.003	0.000	155.024	154.967	21.756	5.605	1.057	-1.375	0.000	5.610	1.057	11049976.586	1740152828.487
155.600	-0.074	0.000	155.225	155.167	23.033	0.065	1.059	-1.671	0.000	5.570	1.059	13285808.606	1740152828.795
155.800	0.016	0.000	155.430	155.369	17.405	1.077	1.060	-0.782	0.000	0.294	1.060	1881226.630	1740152829.121
156.000	-0.029	0.000	155.624	155.572	16.044	1.432	1.062	0.426	0.000	0.669	1.062	884079.459	1740152829.409
156.200	0.009	0.000	155.833	155.765	27.985	2.193	1.063	1.399	0.000	1.489	1.063	12528972.879	1740152829.729
156.400	0.027	0.000	156.030	155.967	25.839	3.440	1.064	1.556	0.000	3.429	1.064	12138487.239	1740152830.054
156.600	-0.069	0.000	156.227	156.171	20.073	4.048	1.066	0.206	0.000	4.001	1.066	436502.806	1740152830.353
156.800	0.049	0.000	156.393	156.350	25.722	4.539	1.067	0.526	0.000	4.506	1.067	302321.037	1740152830.598
157.000	0.070	0.000	156.567	156.519	37.566	5.514	1.068	-2.430	0.000	5.525	1.068	29388694.720	1740152830.874
157.200	0.006	0.000	156.780	156.721	24.118	0.202	1.070	-1.507	0.000	5.832	1.070	10711618.491	1740152831.157
157.400	0.016	0.000	157.014	156.939	42.796	0.872	1.071	-2.356	0.000	0.200	1.071	16199536.328	1740152831.482
157.600	-0.032	0.000	157.188	157.140	49.098	2.016	1.072	1.472	0.000	1.416	1.072	15545897.342	1740152831.768
157.800	-0.016	0.000	157.403	157.343	50.733	2.864	1.074	5.290	0.000	2.259	1.074	99302374.851	1740152832.061
158.000	0.024	0.000	157.614	157.551	64.165	4.078	1.075	3.185	0.000	4.042	1.075	30493831.963	1740152832.373
158.200	0.018	0.000	157.825	157.766	52.896	5.125	1.077	-2.230	0.000	5.137	1.077	22641382.952	1740152832.700
158.400	0.053	0.000	158.023	157.967	64.271	6.085	1.078	-6.514	0.000	6.082	1.078	144139230.096	1740152833.008
158.600	-0.004	0.000	158.228	158.169	55.784	1.090	1.079	-1.700	0.000	0.505	1.079	7281490.170	1740152833.335
158.800	0.005	0.000	158.426	158.374	48.859	1.908	1.081	1.405	0.000	1.388	1.081	11316794.053	1740152833.643
159.000	0.032	0.000	158.620	158.564	49.877	2.922	1.082	4.423	0.000	2.405	1.082	65712482.328	1740152833.936
159.200	0.045	0.000	158.831	158.771	36.713	4.031	1.083	2.185	0.000	3.996	1.083	11469279.880	1740152834.255
159.400	0.011	0.000	158.982	158.946	30.066	4.622	1.085	-0.102	0.000	4.598	1.085	120807.524	1740152834.519
159.600	0.011	0.000	159.200	159.140	34.521	5.463	1.086	-2.356	0.000	5.466	1.086	20936049.585	1740152834.807
159.800	0.012	0.000	159.372	159.326	29.192	0.316	1.087	-2.049	0.000	6.134	1.087	12124291.458	1740152835.083
160.000	-0.043	0.000	159.593	159.528	19.527	1.227	1.089	-0.718	0.000	0.764	1.089	1060011.597	1740152835.394
160.200	-0.017	0.000	159.808	159.748	10.344	2.151	1.090	0.933	0.000	1.736	1.090	2550483.968	1740152835.701
160.400	-0.008	0.000	160.015	159.959	7.910	1.975	1.091	-0.051	0.000	1.577	1.091	1744.720	1740152836.006
160.600	-0.033	0.000	160.235	160.166	13.202	2.625	1.093	1.154	0.000	2.217	1.093	3517304.446	1740152836.346
160.800	-0.002	0.000	160.425	160.373	15.481	3.463	1.094	1.732	0.000	3.452	1.094	7805654.669	1740152836.647
161.000	-0.006	0.000	160.622	160.564	17.358	3.680	1.096	1.643	0.000	3.657	1.096	6859051.424	1740152836.954
161.200	-0.025	0.000	160.818	160.765	34.421	4.675	1.097	-0.691	0.000	4.656	1.097	1983595.477	1740152837.238
161.400	0.007	0.000	161.041	160.969	50.411	5.842	1.098	-5.107	0.000	5.835	1.098	64121392.741	1740152837.569
161.600	0.042	0.000	161.235	161.173	57.560	0.810	1.100	-3.852	0.000	0.467	1.100	31143551.239	1740152837.882
161.800	0.088	0.000	161.432	161.373	56.918	2.003	1.101	2.760	0.000	1.700	1.101	22322579.522	1740152838.200
162.000	-0.045	0.000	161.637	161.577	43.872	3.143	1.102	3.984	0.000	3.132	1.102	35166361.709	1740152838.524
162.200	-0.017	0.000	161.830	161.775	40.433	3.856	1.104	3.477	0.000	3.828	1.104	24243311.880	1740152838.814
162.400	-0.063	0.000	162.035	161.974	37.972	4.873	1.105	-0.998	0.000	4.864	1.105	3240468.779	1740152839.135
162.600	0.053	0.000	162.191	162.150	30.867	5.592	1.106	-2.570	0.000	5.590	1.106	14451074.389	1740152839.392
162.800	0.015	0.000	162.405	162.341	35.010	6.224	1.108	-3.296	0.000	6.218	1.108	23441135.773	1740152839.690
163.000	-0.009	0.000	162.621	162.558	37.682	0.990	1.109	-1.575	0.000	0.751	1.109	3843486.215	1740152840.019
163.200	0.059	0.000	162.827	162.762	36.227	1.922	1.111	2.257	0.000	1.725	1.111	12891961.403	1740152840.341
163.400	-0.031	0.000	163.030	162.969	42.556	2.819	1.112	4.612	0.000	2.635	1.112	44330139.717	1740152840.662
163.600	0.022	0.000	163.216	163.166	39.342	3.925	1.113	3.465	0.000	3.900	1.113	21674006.665	1740152840.952
163.800	0.027	0.000	163.395	163.349	30.417	4.575	1.115	-0.497	0.000	4.546	1.115	1061262.406	1740152841.222
164.000	-0.019	0.000	163.620	163.549	35.822	5.511	1.116	-3.336	0.000	5.503	1.116	23045493.309	1740152841.554
164.200	-0.028	0.000	163.821	163.764	25.974	0.360	1.117	-2.164	0.000	0.230	1.117	7684270.685	1740152841.860
164.400	-0.089	0.000	164.022	163.961	22.588	0.794	1.119	-1.664	0.000	0.678	1.119	4503455.535	1740152842.183
164.600	0.046	0.000	164.224	164.169	26.411	1.674	1.120	0.941	0.000	1.571	1.120	2377395.631	1740152842.469
164.800	0.042	0.000	164.431	164.371	23.668	2.442	1.121	2.379	0.000	2.363	1.121	10576224.978	1740152842.793
165.000	0.057	0.000	164.636	164.572	31.623	2.974	1.123	3.752	0.000	2.972	1.123	23847232.144	1740152843.117
165.200	-0.014	0.000	164.819	164.766	34.926	4.158	1.124	1.105	0.000	4.140	1.124	1070565.098	1740152843.419
165.400	-0.083	0.000	165.038	164.971	33.825	4.630	1.125	-0.528	0.000	4.613	1.125	847869.130	1740152843.739
165.600	0.005	0.000	165.202	165.157	54.314	5.470	1.127	-5.071	0.000	5.464	1.127	41943944.502	1740152843.999
165.800	-0.045	0.000	165.435	165.359	60.759	0.332	1.128	-6.409	0.000	0.329	1.128	57161024.625	1740152844.333
166.000	0.007	0.000	165.616	165.562	64.267	1.411	1.130	0.371	0.000	1.407	1.130	1507499.923	1740152844.634
166.200	0.002	0.000	165.833	165.768	72.127	2.429	1.131	7.359	0.000	2.442	1.131	83065539.277	1740152844.964
166.400	0.024	0.000	166.028	165.971	69.459	3.520	1.132	8.045	0.000	3.539	1.132	86838231.223	1740152845.253
166.600	-0.023	0.000	166.236	166.170	68.482	4.527	1.134	-0.059	0.000	4.548	1.134	432595.155	1740152845.572
166.800	0.077	0.000	166.392	166.349	71.539	5.448	1.135	-7.308	0.000	5.486	1.135	77709920.681	1740152845.839
167.000	-0.015	0.000	166.600	166.545	57.530	0.219	1.136	-8.350	0.000	0.265	1.136	100148541.017	1740152846.132
167.200	0.058	0.000	166.811	166.750	54.121	1.149	1.138	-2.154	0.000	1.199	1.138	4517660.901	1740152846.439
167.400	0.036	0.000	166.979	166.934	48.040	2.121	1.139	4.054	0.000	2.183	1.139	22494436.141	1740152846.722
167.600	0.076	0.000	167.194	167.142	41.198	3.079	1.140	4.849	0.000	3.155	1.140	26334608.823	1740152847.009
167.800	0.037	0.000	167.405	167.345	34.928	4.125	1.142	2.187	0.000	4.200	1.142	4480217.226	1740152847.314
168.000	0.019	0.000	167.632	167.558	19.854	5.034	1.143	-1.371	0.000	5.134	1.143	2329232.605	1740152847.643
168.200	-0.053	0.000	167.827	167.767	18.497	5.467	1.145	-1.979	0.000	5.569	1.145	4578878.530	1740152847.962
168.400	0.002	0.000	168.027	167.969	21.768	6.283	1.146	-3.448	0.000	0.105	1.146	14150050.145	1740152848.267
168.600	0.060	0.000	168.232	168.170	17.432	0.901	1.147	-0.949	0.000	1.042	1.147	663477.067	1740152848.573
168.800	0.038	0.000	168.426	168.371	14.674	1.640	1.149	0.152	0.000	1.783	1.149	35529.968	1740152848.874
169.000	-0.003	0.000	168.581	168.537	11.199	1.693	1.150	0.070	0.000	1.651	1.150	2351.461	1740152849.134
169.200	0.004	0.000	168.808	168.742	17.155	2.601	1.151	1.609	0.000	2.529	1.151	2007549.561	1740152849.440
169.400	-0.028	0.000	169.016	168.955	21.546	2.948	1.153	2.757	0.000	3.196	1.153	7987249.589	1740152849.763
169.600	-0.018	0.000	169.236	169.169	40.782	3.999	1.154	2.998	0.000	4.244	1.154	7416624.091	1740152850.089
169.800	-0.002	0.000	169.418	169.366	54.534	5.074	1.155	-3.859	0.000	5.327	1.155	16586254.902	1740152850.396
170.000	-0.037	0.000	169.620	169.565	63.469	6.197	1.157	-9.295	0.000	0.211	1.157	85294913.899	1740152850.699
170.200	-0.083	0.000	169.822	169.762	64.521	1.005	1.158	-3.562	0.000	0.958	1.158	8622539.964	1740152850.993
170.400	0.038	0.000	170.022	169.964	59.113	2.074	1.160	6.179	0.000	2.039	1.160	45165237.959	1740152851.307
170.600	0.013	0.000	170.184	170.142	61.563	2.873	1.161	8.364	0.000	2.858	1.161	60877915.209	1740152851.582
170.800	-0.025	0.000	170.403	170.342	64.680	4.060	1.162	4.823	0.000	4.407	1.162	19760295.773	1740152851.869
171.000	0.019	0.000	170.610	170.551	45.912	5.084	1.164	-3.495	0.000	5.456	1.164	12987931.574	1740152852.188
171.200	0.011	0.000	170.777	170.737	50.668	5.686	1.165	-6.259	0.000	6.082	1.165	32610818.456	1740152852.445
171.400	0.065	0.000	171.003	170.936	42.891	0.623	1.166	-4.467	0.000	0.590	1.166	14698055.334	1740152852.768
171.600	-0.071	0.000	171.212	171.151	31.434	1.178	1.168	-0.893	0.000	1.150	1.168	273129.385	1740152853.069
171.800	-0.005	0.000	171.429	171.363	43.229	2.062	1.169	3.905	0.000	2.050	1.169	13540170.535	1740152853.388
172.000	-0.051	0.000	171.628	171.568	49.174	3.052	1.170	6.913	0.000	-2.771	1.170	33458604.444	1740152853.709
172.200	-0.004	0.000	171.829	171.770	55.879	4.161	1.172	3.688	0.000	-1.664	1.172	10984781.482	1740152854.012
172.400	-0.074	0.000	172.031	171.970	39.435	5.513	1.173	-4.721	0.000	-0.275	1.173	16406900.473	1740152854.324
172.600	0.077	0.000	172.227	172.170	21.177	0.081	1.174	-2.952	0.000	0.062	1.174	5628184.682	1740152854.634
172.800	-0.001	0.000	172.430	172.373	14.837	0.050	1.176	-2.174	0.000	0.040	1.176	3646473.270	1740152854.958
173.000	-0.061	0.000	172.623	172.568	28.159	0.660	1.177	-2.083	0.000	0.625	1.177	1393476.805	1740152855.273
173.200	-0.010	0.000	172.823	172.769	35.523	1.600	1.179	1.508	0.000	1.585	1.179	3142276.376	1740152855.580
173.400	0.073	0.000	173.023	172.966	38.832	2.614	1.180	6.233	0.000	2.610	1.180	29932840.243	1740152855.873
173.600	-0.045	0.000	173.227	173.167	35.087	3.429	1.181	4.156	0.000	-2.277	1.181	8842633.948	1740152856.197
173.800	0.002	0.000	173.442	173.376	42.756	4.318	1.183	1.214	0.000	-1.380	1.183	498442.380	1740152856.525
174.000	-0.052	0.000	173.624	173.570	41.664	5.214	1.184	-4.427	0.000	-0.449	1.184	14709967.890	1740152856.820
174.200	-0.067	0.000	173.827	173.769	49.955	6.071	1.185	-8.095	0.000	0.422	1.185	43476986.967	1740152857.144
174.400	-0.009	0.000	174.025	173.970	54.038	0.705	1.187	-5.919	0.000	0.678	1.187	23275040.063	1740152857.432
174.600	0.022	0.000	174.229	174.167	60.610	1.763	1.188	3.080	0.000	1.749	1.188	5194628.541	1740152857.751
174.800	-0.015	0.000	174.443	174.374	52.983	2.764	1.189	8.035	0.000	2.753	1.189	35727413.821	1740152858.080
175.000	0.031	0.000	174.633	174.574	62.621	3.668	1.191	7.096	0.000	-1.934	1.191	23338429.983	1740152858.400
175.200	-0.047	0.000	174.829	174.773	61.519	4.770	1.192	-2.372	0.000	-0.808	1.192	4470060.590	1740152858.700
175.400	0.001	0.000	175.031	174.971	53.739	5.701	1.194	-7.262	0.000	0.140	1.194	27044776.179	1740152859.005
175.600	0.004	0.000	175.237	175.175	56.489	0.409	1.195	-7.455	0.000	0.390	1.195	28516688.658	1740152859.324
175.800	-0.042	0.000	175.446	175.379	45.451	1.548	1.196	1.698	0.000	1.533	1.196	3168823.289	1740152859.655
176.000	-0.044	0.000	175.618	175.569	38.007	2.410	1.198	4.788	0.000	2.399	1.198	11058656.710	1740152859.955
176.200	-0.086	0.000	175.822	175.765	31.377	3.232	1.199	5.353	0.000	-2.276	1.199	17602171.536	1740152860.254
176.400	-0.004	0.000	176.024	175.962	23.794	4.129	1.200	1.363	0.000	-1.366	1.200	630381.668	1740152860.560
176.600	0.003	0.000	176.229	176.170	19.114	4.648	1.202	-0.739	0.000	-0.827	1.202	665046.287	1740152860.885
176.800	-0.024	0.000	176.436	176.372	20.320	5.289	1.203	-2.499	0.000	-0.164	1.203	3622541.564	1740152861.214
177.000	0.020	0.000	176.633	176.576	20.926	6.163	1.204	-3.171	0.000	-0.133	1.204	3839527.453	1740152861.527
177.200	0.060	0.000	176.825	176.773	21.463	0.260	1.206	-3.103	0.000	0.236	1.206	4173879.971	1740152861.834
177.400	-0.057	0.000	177.032	176.970	34.820	1.165	1.207	-1.058	0.000	1.146	1.207	283669.460	1740152862.155
177.600	-0.027	0.000	177.226	177.170	31.486	2.422	1.209	4.205	0.000	2.410	1.209	7759888.760	1740152862.452
177.800	-0.026	0.000	177.443	177.372	26.271	2.893	1.210	3.904	0.000	2.878	1.210	5708583.503	1740152862.782
178.000	-0.024	0.000	177.628	177.572	41.081	3.694	1.211	5.368	0.000	-1.676	1.211	13728639.521	1740152863.092
178.200	-0.039	0.000	177.793	177.754	39.237	4.648	1.213	-1.483	0.000	-0.701	1.213	2555879.002	1740152863.332
178.400	-0.017	0.000	178.014	177.949	51.498	5.518	1.214	-7.559	0.000	0.182	1.214	29839946.945	1740152863.668
178.600	0.009	0.000	178.223	178.161	45.160	0.591	1.215	-4.484	0.000	0.574	1.215	4373943.189	1740152863.980
178.800	0.014	0.000	178.426	178.364	40.312	1.124	1.217	-1.688	0.000	1.109	1.217	1332417.597	1740152864.290
179.000	0.014	0.000	178.627	178.566	54.018	2.098	1.218	5.870	0.000	2.088	1.218	14634599.137	1740152864.610
179.200	0.014	0.000	178.830	178.772	53.376	3.241	1.219	8.076	0.000	-2.034	1.219	24194555.697	1740152864.899
179.400	-0.002	0.000	178.990	178.948	46.741	4.054	1.221	3.278	0.000	-1.211	1.221	3094202.846	1740152865.172
179.600	0.011	0.000	179.206	179.141	42.483	4.954	1.222	-2.845	0.000	-0.289	1.222	2761825.380	1740152865.490
179.800	0.026	0.000	179.416	179.356	38.197	5.888	1.223	-6.196	0.000	0.657	1.223	13482384.992	1740152865.822
180.000	-0.036	0.000	179.613	179.565	37.891	0.254	1.225	-5.114	0.000	0.244	1.225	6087195.031	1740152866.104
180.200	-0.013	0.000	179.825	179.761	48.384	1.086	1.226	-2.437	0.000	1.068	1.226	2266379.994	1740152866.434
180.400	0.053	0.000	180.024	179.969	55.699	2.071	1.228	6.351	0.000	2.060	1.228	16445865.158	1740152866.740
180.600	0.017	0.000	180.231	180.170	68.453	3.219	1.229	11.337	0.000	-1.948	1.229	46859489.863	1740152867.053
180.800	-0.031	0.000	180.425	180.367	56.073	4.496	1.230	0.527	0.000	-0.659	1.230	308103.608	1740152867.375
181.000	0.012	0.000	180.627	180.573	35.932	5.535	1.232	-5.476	0.000	0.395	1.232	11138661.998	1740152867.665
181.200	-0.031	0.000	180.835	180.769	22.787	6.227	1.233	-4.175	0.000	-0.062	1.233	7940728.770	1740152867.991
181.400	-0.003	0.000	181.024	180.968	23.023	0.229	1.234	-2.824	0.000	0.228	1.234	985690.969	1740152868.297
181.600	0.021	0.000	181.228	181.168	27.500	0.966	1.236	-1.637	0.000	0.944	1.236	600727.798	1740152868.607
181.800	-0.032	0.000	181.427	181.367	32.827	1.784	1.237	2.629	0.000	1.773	1.237	3453908.278	1740152868.916
182.000	-0.004	0.000	181.626	181.571	35.189	2.747	1.238	5.129	0.000	2.735	1.238	4861832.623	1740152869.215
182.200	-0.043	0.000	181.785	181.743	36.655	3.421	1.240	4.837	0.000	-1.614	1.240	4646328.029	1740152869.483
182.400	0.018	0.000	182.003	181.937	42.626	4.271	1.241	1.832	0.000	-0.764	1.241	1156815.671	1740152869.783
182.600	0.010	0.000	182.220	182.155	48.521	5.237	1.243	-6.016	0.000	0.221	1.243	14792478.896	1740152870.099
182.800	0.049	0.000	182.439	182.366	60.832	0.040	1.244	-10.221	0.000	0.033	1.244	32640806.024	1740152870.425
183.000	0.028	0.000	182.625	182.567	53.573	1.252	1.245	-1.016	0.000	1.237	1.245	103908.419	1740152870.734
183.200	-0.064	0.000	182.827	182.767	44.921	2.087	1.247	4.926	0.000	2.077	1.247	7040148.061	1740152871.062
183.400	0.041	0.000	183.027	182.973	52.978	2.961	1.248	8.524	0.000	-1.992	1.248	15644842.209	1740152871.341
183.600	0.014	0.000	183.232	183.169	39.146	3.991	1.249	2.965	0.000	-0.952	1.249	1492082.053	1740152871.659
